0.9846238494	0.0020542350	0.0000852987	0.0013828048	0.0028906281	0.0003674594	0.0037395970	0.0003815695	0.0044746511
0.8771541715	0.0520263799	0.0267825387	0.0052241799	0.0022893609	0.0053761904	0.0011970116	0.0010487568	0.0289014839
0.4179059267	0.0010662490	0.0034489308	0.0786156133	0.0413392000	0.0057643517	0.0715016425	0.3618231118	0.0185349155
0.8975779414	0.0372854583	0.0086215390	0.0065658931	0.0183479730	0.0038537672	0.0085320771	0.0058919266	0.0133234840
0.9776780605	0.0037304640	0.0005862807	0.0029079604	0.0013707123	0.0003097974	0.0011311488	0.0053137741	0.0069718501
0.6808422208	0.0439861082	0.0112406695	0.0194554944	0.0248091854	0.0067155296	0.0231631808	0.0419123694	0.1478751898
0.4243203104	0.0449284315	0.0341970883	0.0176922102	0.1740801334	0.0084752059	0.1961631477	0.0710928142	0.0290506631
0.4040471911	0.0135180410	0.0067285961	0.0081541082	0.2537329793	0.0023235427	0.2413078099	0.0543844141	0.0158033445
0.7882586122	0.0000298300	0.0000059093	0.0000844777	0.0000155292	0.0000309115	0.0000201659	0.0004674716	0.2110870928
0.9517578483	0.0082973260	0.0045243250	0.0093200337	0.0060905549	0.0016048442	0.0062742103	0.0059562800	0.0061745937
0.0610284917	0.4991662204	0.0531949438	0.0182541944	0.0535772108	0.0243529920	0.0516704880	0.1760944128	0.0626610816
0.0085690692	0.9613107443	0.0030231737	0.0008123461	0.0039913813	0.0022431614	0.0017783197	0.0039153532	0.0143563356
0.0724591538	0.6035716534	0.0868214965	0.0206275657	0.0404994003	0.0242360588	0.0255819112	0.0459529348	0.0802498236
0.0001395923	0.0039294185	0.0000600059	0.0000624424	0.0004108367	0.0008811760	0.0000800601	0.0000378952	0.9943985343
0.0050994190	0.9496155977	0.0020807690	0.0006823579	0.0017816214	0.0005132589	0.0011524934	0.0346838534	0.0043906323
0.0021543337	0.9883692265	0.0001724133	0.0001505488	0.0005977764	0.0001697221	0.0003959810	0.0042039752	0.0037859669
0.0003047467	0.9909033179	0.0000159000	0.0000112188	0.0003438384	0.0000933661	0.0000507349	0.0000200747	0.0082567241
0.0354817733	0.8467721343	0.0669522583	0.0069959103	0.0054610227	0.0113878939	0.0035594769	0.0099460669	0.0134434300
0.0078359619	0.9673686624	0.0029148997	0.0014354789	0.0024388323	0.0012418558	0.0016838320	0.0100931451	0.0049873316
0.0141917821	0.4696301520	0.3394407034	0.0052022147	0.0171607938	0.0237487219	0.0146407355	0.1090760604	0.0069088293
0.0164493844	0.1062345579	0.6054880619	0.0207746290	0.0246190410	0.0242386535	0.0144207552	0.0518204905	0.1359544843
0.0019447963	0.0016054886	0.9529666305	0.0027096276	0.0113259247	0.0030894114	0.0131863914	0.0094036525	0.0037681051
0.0124056786	0.0198816601	0.7470783591	0.0134168016	0.0167122707	0.0109854247	0.0162657723	0.1384958923	0.0247581843
0.0224541966	0.0250225347	0.6755756140	0.0155210253	0.0855573863	0.0162008610	0.0805362239	0.0513147973	0.0278174020
0.0084150890	0.0359581672	0.8835294843	0.0039581601	0.0139023485	0.0099526402	0.0086672138	0.0071214745	0.0284954403
0.0014347171	0.0020201802	0.9491968751	0.0009375896	0.0043677231	0.0022534104	0.0040424755	0.0340784825	0.0016685951
0.0056651621	0.0126786726	0.9520248771	0.0046059769	0.0063640238	0.0067150756	0.0040474464	0.0063489350	0.0015497856
0.0056133056	0.0057567698	0.9488317370	0.0044332696	0.0075387503	0.0080101555	0.0047888989	0.0054702633	0.0095568169
0.0660116747	0.2868037522	0.1462166905	0.0265989006	0.1433936805	0.0402820222	0.0951807722	0.0568645149	0.1386479884
0.0649176836	0.0263540540	0.7744340301	0.0108099952	0.0210905131	0.0153580615	0.0157415587	0.0408856384	0.0304085054
0.0068764696	0.0015877895	0.0004518772	0.9816263914	0.0003406863	0.0037888871	0.0003232400	0.0025223079	0.0024823234
0.0492998026	0.0058941199	0.0048995935	0.6990432143	0.0113394074	0.0129103223	0.0092022801	0.0037731826	0.2036380321
0.0103527829	0.0000074092	0.0000145504	0.9804323912	0.0006490687	0.0004108845	0.0014813745	0.0061300606	0.0005214454
0.0239201840	0.0096197063	0.0108402306	0.8182514906	0.0118291397	0.0111391768	0.0102122324	0.0577798486	0.0464079678
0.0000023947	0.0000000142	0.0000030057	0.9999564886	0.0000031139	0.0000121583	0.0000059965	0.0000158524	0.0000010732
0.0005927836	0.0000384219	0.0017659966	0.9885996580	0.0012781622	0.0009043363	0.0016190271	0.0044151307	0.0007865126
0.0017064975	0.0003902038	0.0445634611	0.9357981682	0.0009172344	0.0093350736	0.0005381033	0.0012700729	0.0054811481
0.0629523918	0.4106828570	0.0270489026	0.0936280414	0.0328770243	0.0106908930	0.0363245755	0.2398665845	0.0859287083
0.0148220658	0.0104847122	0.0495678820	0.7085981369	0.0131328059	0.0208899155	0.0130524114	0.1378080398	0.0316440351
0.0000034090	0.0000000115	0.0000004110	0.9999902248	0.0000003801	0.0000018223	0.0000008304	0.0000019776	0.0000009005
0.0587258525	0.0043150666	0.0197508391	0.0197069682	0.2858077884	0.0104777133	0.3808354437	0.1824575365	0.0379228890
0.0006963066	0.0002864429	0.0010689013	0.0011462121	0.4186474979	0.0011552747	0.5721417069	0.0036647629	0.0011929210
0.0006229400	0.0004283082	0.0020999939	0.0019932035	0.4357403219	0.0110586053	0.5220107436	0.0215100944	0.0045357794
0.0436127149	0.0042501604	0.0054344516	0.0050585577	0.4684488773	0.0020352011	0.4383760095	0.0101598715	0.0226240736
0.0130440732	0.0157924220	0.0064290920	0.0125864893	0.0677359402	0.0086556794	0.0544483773	0.7867426276	0.0345652960
0.0007447616	0.0002706365	0.0003459480	0.0012801335	0.0295145642	0.0001676874	0.0614504851	0.8960148096	0.0102108708
0.2000866085	0.0034466560	0.0202658568	0.0343187675	0.2765298188	0.0083232904	0.3538581729	0.0658321306	0.0373386666
0.0061176000	0.0071698767	0.1267885864	0.0136483498	0.2989509404	0.0218923725	0.1550092101	0.1014545262	0.2689684927
0.0055788266	0.0036099793	0.0087405713	0.0025856651	0.4761888683	0.0015575468	0.4798055887	0.0196529366	0.0022799922
0.0130161662	0.0098687652	0.0554845519	0.0121388528	0.7523641586	0.0071419114	0.1189453453	0.0066934517	0.0243468266
0.0000010867	0.0000016674	0.0000015565	0.0000662095	0.0000005836	0.9995839000	0.0000000604	0.0000000296	0.0003449052
0.0018517252	0.0006421831	0.0041566961	0.0149350576	0.0648979023	0.8052930236	0.0456942022	0.0312907286	0.0312384591
0.0456102900	0.0698122084	0.0959610343	0.0707576275	0.0394673534	0.2636817992	0.0311456099	0.1379076242	0.2456564456
0.0013028049	0.0005763889	0.0029272300	0.0091243517	0.3185709715	0.1393665373	0.4882356524	0.0165689867	0.0233270153
0.0092474492	0.0215146262	0.0205525607	0.0138418972	0.0160329621	0.8772923350	0.0069454517	0.0012415127	0.0333312154
0.0008117241	0.0017586492	0.0112782465	0.0134956175	0.0030627528	0.9459497929	0.0014169773	0.0036852572	0.0185409728
0.0000323843	0.0000354053	0.0000470151	0.0002427477	0.0000333032	0.9975047708	0.0000074203	0.0000056318	0.0020913163
0.0032551873	0.0012752397	0.0052784556	0.0125486096	0.0154421125	0.8433629274	0.0119259823	0.0409893878	0.0659221038
0.0169393979	0.0350775458	0.0299759433	0.0156099517	0.0162854139	0.8543707728	0.0039841966	0.0012153153	0.0265414212
0.0064512594	0.0165520981	0.0223125182	0.0263562482	0.0306786336	0.8453815579	0.0086163310	0.0015789928	0.0420723110
0.0010444404	0.0002318278	0.0046319836	0.0010393145	0.4731639326	0.0006960875	0.5157866478	0.0024752221	0.0009305162
0.0587258525	0.0043150666	0.0197508391	0.0197069682	0.2858077884	0.0104777133	0.3808354437	0.1824575365	0.0379228890
0.0006963066	0.0002864429	0.0010689013	0.0011462121	0.4186474979	0.0011552747	0.5721417069	0.0036647629	0.0011929210
0.0006229400	0.0004283082	0.0020999939	0.0019932035	0.4357403219	0.0110586053	0.5220107436	0.0215100944	0.0045357794
0.0436127149	0.0042501604	0.0054344516	0.0050585577	0.4684488773	0.0020352011	0.4383760095	0.0101598715	0.0226240736
0.0130440732	0.0157924220	0.0064290920	0.0125864893	0.0677359402	0.0086556794	0.0544483773	0.7867426276	0.0345652960
0.0007447616	0.0002706365	0.0003459480	0.0012801335	0.0295145642	0.0001676874	0.0614504851	0.8960148096	0.0102108708
0.2000866085	0.0034466560	0.0202658568	0.0343187675	0.2765298188	0.0083232904	0.3538581729	0.0658321306	0.0373386666
0.0061176000	0.0071698767	0.1267885864	0.0136483498	0.2989509404	0.0218923725	0.1550092101	0.1014545262	0.2689684927
0.0055788266	0.0036099793	0.0087405713	0.0025856651	0.4761888683	0.0015575468	0.4798055887	0.0196529366	0.0022799922
0.0075423927	0.0377913117	0.0152061628	0.0196875315	0.0080258418	0.0104782181	0.0062248954	0.6732235551	0.2218201756
0.0107611064	0.0229198299	0.0131025082	0.0214802232	0.0147779770	0.0151791060	0.0125865825	0.6962366104	0.1929561198
0.0210087169	0.0097812507	0.0020597656	0.0035168254	0.0023963484	0.0012481476	0.0017221166	0.6933819652	0.2648849487
0.0005565920	0.0043468364	0.0011998566	0.0008535617	0.0025029264	0.0002874096	0.0032826229	0.9792525172	0.0077176713
0.0306297336	0.0408787690	0.0149798356	0.1323838830	0.0158335045	0.0184660070	0.0122502567	0.1428889781	0.5916890502
